title,description,link,published,source_name,stakeholders,days_old,recency_label,matched_keywords,trend_score,trend_score_log,extracted_keywords,id,keyword_freq,rarity_score,pestle_tags,summary,approved
Press release - Trade Committee reactions to signing of trade agreement between EU and Indonesia,"The EU and Indonesia have concluded today trade and investment deals that should boost EU export to the region, while ensuring environmental and social standards.Committee on International Trade Source : © European Union, 2025 - EP",https://www.europarl.europa.eu/news/en/press-room/20250923IPR30528/,2025-09-23T08:57:26+00:00,EP – Press Releases (Committees),"['release - Trade Committee', 'EU', 'Indonesia', 'Committee on International Trade Source : © European Union']",35.0,Last 3 months,['social'],1.3114032239145976,0.8378547963469296,"trade, indonesia, committee, eu, boost",204,1,0.5,Economic,,False
Att. Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/9/att-wp-on-social-questions-sqwp-(358368)/,2025-09-22T00:00:00+00:00,Consilium – EPSCO Working Party,"['Att', 'Sqwp']",36.0,Last 3 months,['social'],1.3011942119122022,0.8334282107562291,"att, sqwp, wp, questions, social",205,1,0.5,,,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/9/wp-on-social-questions-sqwp-(358189)/,2025-09-15T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],43.0,Last 3 months,['social'],1.2385125538543025,0.8058116068378605,"sqwp, wp, questions, social",206,1,0.5,,,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/9/wp-on-social-questions-sqwp-(358088)/,2025-09-11T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],47.0,Last 3 months,['social'],1.2087398233900797,0.7924221372342867,"sqwp, wp, questions, social",207,1,0.5,,,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/9/wp-on-social-questions-sqwp-(358067)/,2025-09-10T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],48.0,Last 3 months,['social'],1.2018965179946555,0.7893190426433738,"sqwp, wp, questions, social",208,1,0.5,,,False
Wp On Social Questions (Sqwp),,https://www.consilium.europa.eu//en/meetings/mpo/2025/9/wp-on-social-questions-sqwp-(358045)/,2025-09-09T00:00:00+00:00,Consilium – EPSCO Working Party,['Sqwp'],49.0,Last 3 months,['social'],1.1952775628356858,0.7863084908496555,"sqwp, wp, questions, social",209,1,0.5,,,False
GDP and employment both up by 0.1% in the euro area,"In the second quarter of 2025, seasonally adjusted GDP increased by 0.1% in the euro area and by 0.2% in the EU, compared with the previous quarter, according to an estimate published by Eurostat, the statistical office of the European Union. In the first quarter of 2025, GDP had increased by 0.6...",https://ec.europa.eu/eurostat/product?code=2-05092025-ap,2025-09-05T09:00:00+00:00,Eurostat – Economy & Finance,"['EU', 'Eurostat', 'the European Union']",53.0,Last 3 months,['employment'],1.1709017128015249,0.7751426170944922,"gdp, quarter, increased, euro, area",210,1,0.5,Economic,,False
Euro area benefits from easing services trade,,https://www.ecb.europa.eu//press/blog/date/2025/html/ecb.blog20250827~5204783012.en.html,2025-08-27T11:00:00+02:00,ECB – Blog,[],62.0,Last 3 months,['benefits'],1.1266071027890836,0.7545278002034475,"easing, trade, benefits, services, euro",211,1,0.5,Economic,,False
Going beyond inequality: The macro-level origins of redistributive preferences among income groups,"Journal of European Social Policy, Ahead of Print. This article explores the macro-origins of redistributive preferences across income groups. While traditional political economy models focus primarily on the role of inequality, our study broadens this perspective by integrating both economic conditions ...",https://journals.sagepub.com/doi/abs/10.1177/09589287251345918?ai=2b4&mi=ehikzz&af=R,2025-08-13T01:35:15+00:00,JESP – Journal RSS,['Journal of European Social Policy'],76.0,Last 3 months,['social'],1.0793939322770782,0.7320764725412583,"origins, redistributive, macro, groups, inequality",212,1,0.5,"Political, Economic",,False
How context matters: Human oversight of automated decision-making systems in welfare administration,"Journal of European Social Policy, Ahead of Print. This article examines the capacity of frontline staff to oversee automated decision-making (ADM) systems, which are increasingly used in digital welfare states to make life-altering decisions. While prior research had focused on cognitive limitations that ...",https://journals.sagepub.com/doi/abs/10.1177/09589287251358069?ai=2b4&mi=ehikzz&af=R,2025-07-28T11:13:11+00:00,JESP – Journal RSS,"['Journal of European Social Policy, Ahead of Print', 'ADM']",91.0,Older,['social'],1.0481548541211965,0.7169393166826561,"automated, making, systems, welfare, decision",213,1,0.5,"Political, Social, Technological",,False
Economic and Financial Affairs Council,"Following the Presidency’s presentation of the progress achieved on the customs reform package, ministers expressed broad support for a timely agreement on the Council’s position on the new framework. Under economic governance, the Council approved a decision regarding Romania and a recommendation to Belgium under the excessive deficit procedure (EDP), as well as the fiscal expenditure paths of Belgium and Bulgaria. Finally, the Council adopted a recommendation on Bulgaria’s adoption of the euro and approved a letter to the European Council on euro area enlargement.",https://www.consilium.europa.eu/en/meetings/ecofin/2025/06/20/,2025-06-20T12:00:00+02:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Council', 'Romania', 'Belgium', 'EDP', 'Bulgaria', 'the European Council on euro area']",129.0,Older,['reform'],1.013568559012201,0.6999085504005174,"bulgaria, belgium, council, recommendation, euro",214,1,0.5,"Political, Technological",,False
Who supports tuition fees? How information provision and policy design shapes public preferences for higher education financing,"Journal of European Social Policy, Ahead of Print. The analysis of public support for tuition fees has received little attention so far in the growing literature on the political economy of higher education and redistribution. This paper addresses this research gap, using novel survey data for the German ...",https://journals.sagepub.com/doi/abs/10.1177/09589287251345917?ai=2b4&mi=ehikzz&af=R,2025-06-12T03:25:18+00:00,JESP – Journal RSS,['Journal of European Social Policy'],138.0,Older,['social'],1.0100518357446335,0.698160510666134,"tuition, fees, higher, public, education",215,1,0.5,"Political, Economic, Social",,False
Migration as amplifier. How the influence of welfare chauvinism on the vote for far-right populist parties is conditioned by migration,"Journal of European Social Policy, Ahead of Print. Much research from recent years has shown that individuals with welfare chauvinist attitudes are more likely to support far-right populist parties. At the same time, we know that the general conditions in a country, such as immigration, are also related ...",https://journals.sagepub.com/doi/abs/10.1177/09589287251348404?ai=2b4&mi=ehikzz&af=R,2025-06-06T12:51:54+00:00,JESP – Journal RSS,"['Journal of European Social Policy, Ahead of Print']",143.0,Older,['social'],1.0085086952594347,0.6973925040383165,"parties, populist, right, migration, far",216,1,0.5,"Political, Social",,False
Attitudes towards the public-private mix for retirement income in Europe,"Journal of European Social Policy, Ahead of Print. Pension systems in affluent democracies are undergoing a process of privatisation and marketisation that will likely reinforce multi-pillar pension systems. Yet, most public opinion research so far investigates attitudes concerning parametric aspects of ...",https://journals.sagepub.com/doi/abs/10.1177/09589287251345904?ai=2b4&mi=ehikzz&af=R,2025-06-03T11:45:50+00:00,JESP – Journal RSS,['Journal of European Social Policy'],146.0,Older,['social'],1.0076989858494017,0.6969892831467215,"attitudes, pension, systems, public, concerning",217,1,0.5,"Political, Economic",,False
Competitiveness Council (Research and space),"Research ministers discussed the mid-term evaluation of Horizon Europe and the European Research area policy agenda and approved conclusions on AI in science.
Ministers responsible for space approved conclusions on the use of space data for civil protection and exchanged views about space data for resilience and security.",https://www.consilium.europa.eu/en/meetings/compet/2025/05/23/,2025-05-23T12:00:00+02:00,Consilium – COMPET Meetings,"['Competitiveness Council (Research', 'the European Research', 'AI']",157.0,Older,['security'],1.005335709927106,0.6958114831152491,"space, research, data, approved, conclusions",218,1,0.5,"Political, Technological",,False
Economic and Financial Affairs Council,Ministers of economic and financial affairs agreed on the position of member states on a directive simplifying tax collection for imports. They also held a policy debate on the proposed Security Action for Europe (SAFE) instrument and exchanged views on the savings and investments union (SIU).,https://www.consilium.europa.eu/en/meetings/ecofin/2025/05/13/,2025-05-13T12:00:00+02:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Security Action for Europe', 'SIU']",167.0,Older,['security'],1.0038232032269108,0.6950569573881746,"financial, economic, safe, investments, savings",219,1,0.5,"Political, Technological, Legal",,False
Iceberg of discontent? Emotional responses to welfare state development and political trust,"Journal of European Social Policy, Ahead of Print. An association between welfare state performance evaluations and political trust has been observed in Europe for a long time. The independent variables in this research typically come from concrete and cognitively oriented survey questions about specific ...",https://journals.sagepub.com/doi/abs/10.1177/09589287251337883?ai=2b4&mi=ehikzz&af=R,2025-05-07T04:57:24+00:00,JESP – Journal RSS,"['Iceberg', 'Journal of European Social Policy']",174.0,Older,['social'],1.0030275547453757,0.6946598133266396,"trust, political, state, welfare, independent",220,1,0.5,"Political, Social",,False
Housing tenure and subjective poverty among young European adults: The role of rent regulation,"Journal of European Social Policy, Volume 35, Issue 4, Page 332-348, October 2025. Poverty has spread in Europe over the last decade, becoming a central issue in the political debate. Alongside objective measures of poverty, assessing the level of subjective poverty, especially among young adults, is important because of the ...",https://journals.sagepub.com/doi/abs/10.1177/09589287241313430?ai=2b4&mi=ehikzz&af=R,2025-01-22T06:33:31+00:00,JESP – Journal RSS,['Journal of European Social Policy'],279.0,Older,['social'],1.0000914242314782,0.6931928916309175,"poverty, adults, subjective, issue, young",221,1,0.5,Political,,False
Paternity leave take-up in a segmented labor market: A cautionary tale of rapid policy expansion in Spain,"Journal of European Social Policy, Volume 35, Issue 4, Page 349-361, October 2025. To evaluate the success of paternity leave as a progressive, equal-access policy instrument, it is essential to assess it against the backdrop of preexisting labor market inequalities that condition its use. We investigate the recent and rapid expansion ...",https://journals.sagepub.com/doi/abs/10.1177/09589287241313428?ai=2b4&mi=ehikzz&af=R,2025-01-22T04:44:48+00:00,JESP – Journal RSS,"['Spain', 'Journal of European Social Policy']",279.0,Older,['social'],1.0000914242314782,0.6931928916309175,"leave, paternity, rapid, expansion, labor",222,1,0.5,"Political, Economic, Technological",,False
Party ideology and care policy: The decline of institutional care since 1950,"Journal of European Social Policy, Volume 35, Issue 4, Page 377-391, October 2025. This paper studies the role of government partisanship in the transformation of two uniquely old care policy areas: the care of people with chronic and severe mental illness, and of children who cannot be cared for by their parents. While nineteenth-...",https://journals.sagepub.com/doi/abs/10.1177/09589287241311164?ai=2b4&mi=ehikzz&af=R,2025-01-10T02:00:38+00:00,JESP – Journal RSS,['Journal of European Social Policy'],291.0,Older,['social'],1.0000612834950533,0.6931778218380232,"care, policy, severe, areas, children",223,1,0.5,Political,,False
Economic and Financial Affairs Council,Ministers were informed of the progress of work on the customs reform. They held a policy debate on the revision of the energy taxation directive. The Commission presented draft Council recommendations in the context of the implementation of the economic governance review and of the excessive deficit procedure. Ministers took stock of the implementation of the Recovery and Resilience Facility (RRF) and took note of the state of play of the economic and financial impact of Russia’s aggression against Ukraine. The Council approved the bi-annual ECOFIN report to the European Council on tax issues.,https://www.consilium.europa.eu/en/meetings/ecofin/2024/12/10/,2024-12-10T00:00:00+01:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Commission', 'the Recovery and Resilience Facility', 'RRF', 'Russia', 'Ukraine', 'Council', 'ECOFIN', 'the European Council']",322.0,Older,['reform'],1.0000218058269341,0.693158083413976,"implementation, took, economic, council, financial",224,1,0.5,"Political, Technological, Legal, Environmental",,False
Competitiveness Council (Internal market and industry),"Ministers responsible for the internal market and industry met in Brussels to hold three policy debates: on the future of EU competitiveness, the future of the state aid framework and SMEs reaping the benefits of the single market.",https://www.consilium.europa.eu/en/meetings/compet/2024/09/26/,2024-09-26T00:00:00+02:00,Consilium – COMPET Meetings,"['Competitiveness Council', 'Brussels', 'EU']",397.0,Older,['benefits'],1.0000017899312739,0.6931480755251818,"industry, market, internal, competitiveness, future",225,1,0.5,"Political, Economic, Technological",,False
"Competitiveness Council (Space, research and innovation)","Ministers responsible for the space sector met in Brussels to adopt Council conclusions on the contribution of space to Europe’s competitiveness. They also held an exchange of views on the forthcoming space law. In the afternoon, ministers in charge of research reached a political agreement on covering artificial intelligence under the Euro High Performing Computers Joint Undertaking. Ministers also approved a recommendation on research security and two council conclusions: one on knowledge valorisation and another one on the ex-post evaluation of Horizon 2020 framework programme.",https://www.consilium.europa.eu/en/meetings/compet/2024/05/23/,2024-05-23T00:00:00+02:00,Consilium – COMPET Meetings,"['Competitiveness Council (Space', 'Brussels', 'Council']",523.0,Older,['security'],1.0000000268410518,0.6931471939804711,"space, research, competitiveness, ministers, conclusions",226,1,0.5,"Technological, Legal",,False
"Education, Youth, Culture and Sport Council","Ministers for education, youth, culture and sport met in Brussels to discuss the rise of influencers, learning mobility opportunities, and inclusive societies for young people, including the outcome of the recent EU Youth Conference. They also addressed topics including the potential impact of artificial intelligence on the cultural and creative sectors, and the contribution of self-organised sport to healthy lifestyles.",https://www.consilium.europa.eu/en/meetings/eycs/2024/05/13-14/,2024-05-13T00:00:00+02:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'Brussels', 'EU Youth Conference']",533.0,Older,['mobility'],1.000000019232454,0.6931471901761723,"sport, youth, including, culture, education",227,1,0.5,Social,,False
Economic and Financial Affairs Council,"The Council discussed the proposed reform of the economic governance framework. Ministers adopted implementing decisions approving modified recovery and resilience plans, submitted by 13 member states. The presidency presented progress reports on own resources and the single currency package. Ministers discussed the economic and financial impact of Russia’s aggression against Ukraine and the European Semester.",https://www.consilium.europa.eu/en/meetings/ecofin/2023/12/08/,2023-12-08T00:00:00+01:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Council', 'Russia', 'Ukraine', 'the European Semester']",690.0,Older,['reform'],1.0000000001026188,0.6931471806112547,"economic, financial, discussed, resources, approving",228,1,0.5,"Political, Technological",,False
Competitiveness Council (Internal market and industry),Ministers responsible for the internal market and industry met in Brussels to adopt a Council position on Net Zero Industry Act and to hold a debate on the Forced Labour regulation and on SME policy.,https://www.consilium.europa.eu/en/meetings/compet/2023/12/07/,2023-12-07T00:00:00+01:00,Consilium – COMPET Meetings,"['Competitiveness Council', 'Brussels', 'Council', 'Net Zero Industry Act', 'SME']",691.0,Older,['labour'],1.0000000000992546,0.6931471806095726,"industry, internal, market, adopt, hold",229,1,0.5,"Political, Economic",,False
Economic and Financial Affairs Council,"The Council discussed the proposed reform of the economic governance framework. Ministers approved the modified recovery and resilience plans of Denmark, Lithuania, Austria and Sweden. Ministers discussed the economic and financial impact of Russia’s aggression against Ukraine as well as the European Semester and adopted conclusions on EU statistics.",https://www.consilium.europa.eu/en/meetings/ecofin/2023/11/09/,2023-11-09T00:00:00+01:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Council', 'Denmark', 'Lithuania', 'Austria', 'Sweden', 'Russia', 'Ukraine', 'the European Semester', 'EU']",719.0,Older,['reform'],1.000000000039031,0.6931471805794608,"economic, financial, discussed, modified, statistics",230,1,0.5,"Political, Technological",,False
Economic and Financial Affairs Council,The Council took stock of progress made on the reform of the economic governance framework. Ministers exchanged views on the economic and financial impact of Russia’s aggression against Ukraine. The Council approved conclusions on climate finance and on the revision of the EU list of non-cooperative jurisdictions for tax purposes. It adopted implementing decisions approving modified recovery and resilience plans. The Council adopted a directive on administrative cooperation in the field of taxation.,https://www.consilium.europa.eu/en/meetings/ecofin/2023/10/17/,2023-10-17T00:00:00+02:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Council', 'Russia', 'Ukraine', 'EU']",742.0,Older,['reform'],1.0000000000181322,0.6931471805690114,"economic, council, financial, adopted, administrative",231,1,0.5,"Political, Technological, Legal, Environmental",,False
Economic and Financial Affairs Council,"The Council exchanged views on own resources, financial support to Ukraine in the context of the Multiannual Financial Framework mid-term revision and the customs reform. The Council approved conclusions on the 2023 in-depth reviews under the macroeconomic imbalance procedure and endorsed amended Recovery and Resilience Plans for France, Malta, Slovakia and Ireland.",https://www.consilium.europa.eu/en/meetings/ecofin/2023/07/14/,2023-07-14T00:00:00+02:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Council', 'Ukraine', 'the Multiannual Financial Framework', 'Recovery and Resilience Plans', 'France', 'Malta', 'Slovakia', 'Ireland']",837.0,Older,['reform'],1.000000000000764,0.6931471805603273,"financial, council, amended, endorsed, resources",232,1,0.5,"Political, Technological",,False
Competitiveness Council,"Ministers responsible for research and space met in Brussels to adopt conclusions on scholarly publishing and on the fair and sustainable use of space. They also discussed Knowledge security and responsible internationalisation, science denial, and space policy in a new geopolitical landscape.",https://www.consilium.europa.eu/en/meetings/compet/2023/05/22-23/,2023-05-22T00:00:00+02:00,Consilium – COMPET Meetings,"['Competitiveness Council', 'Brussels']",890.0,Older,['security'],1.0000000000001306,0.6931471805600106,"space, responsible, fair, landscape, adopt",233,1,0.5,"Political, Technological",,False
Economic and Financial Affairs Council,"The Council agreed conclusions on orientations for a reform of the EU economic governance framework. As regards the Recovery and Resilience Facility, the Council greenlighted the revised recovery and resilience plan of Finland. The Council also set its priorities for the EU budget for 2024.",https://www.consilium.europa.eu/en/meetings/ecofin/2023/03/14/,2023-03-14T00:00:00+01:00,Consilium – ECOFIN Meetings,"['Economic and Financial Affairs Council', 'Council', 'EU', 'the Recovery and Resilience Facility', 'Finland']",959.0,Older,['reform'],1.000000000000013,0.6931471805599518,"recovery, resilience, council, set, economic",234,1,0.5,"Political, Economic, Technological, Environmental",,False
"Education, Youth, Culture and Sport Council (Education)",Ministers of education approved conclusions on skills and competences for the green transition and held a policy debate on high-quality teachers as the cornerstone of a successful European Education Area.,https://www.consilium.europa.eu/en/meetings/eycs/2023/03/07/,2023-03-07T00:00:00+01:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'European Education Area']",966.0,Older,['skills'],1.0000000000000104,0.6931471805599505,"education, high, transition, skills, quality",235,1,0.5,"Political, Social, Environmental",,False
16% of employed internet users reported changes in their job tasks due to new software or computerised equipment,"At the beginning of 2018, 87% of people in the European Union (EU), aged between 16 and 74 years, had used internet at least once in the last twelve months. Of those internet users that were employed, 71% reported using computers, laptops, smartphones, tablets or other portable devices at work an...",https://ec.europa.eu/eurostat/product?code=9-20122018-ap,2018-12-20T10:00:00+00:00,Eurostat – R&D,"['the European Union', 'EU']",2503.0,Older,['job'],1.0,0.6931471805599453,"internet, users, reported, 16, employed",236,1,0.5,,,False
"Education, Youth, Culture and Sport Council, 21-22/11/2019","The Council adopted conclusions on digital youth work and on education and training of youth workers, and held a debate on climate change, young people and youth work.",https://www.consilium.europa.eu/en/meetings/eycs/2019/11/21-22/,2019-11-21T00:00:00+01:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'Council']",2168.0,Older,['training'],1.0,0.6931471805599453,"youth, education, work, 22, 11",237,1,0.5,"Social, Technological, Environmental",,False
"Education, Youth, Culture and Sport Council","EU ministers responsible for education, youth, culture, audiovisual and sport met in Brussels to discuss about blended learning approaches, digital education and skills, civic spaces for meaningful youth participation, availability and competitiveness of European audiovisual and media content and a European sport model.",https://www.consilium.europa.eu/en/meetings/eycs/2021/11/29-30/,2021-11-29T00:00:00+01:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'EU', 'Brussels']",1429.0,Older,['skills'],1.0,0.6931471805599453,"sport, youth, education, audiovisual, culture",238,1,0.5,"Social, Technological",,False
Video conference of ministers of education,Ministers held an exchange of views on the impact of the COVID-19 outbreak on education and training across the EU. The discussion took place in the context of the current gradual lifting of containment measures across the EU.,https://www.consilium.europa.eu/en/meetings/eycs/2020/05/18/,2020-05-18T00:00:00+02:00,Consilium – EYCS Meetings,"['COVID-19', 'EU']",1989.0,Older,['training'],1.0,0.6931471805599453,"education, current, exchange, ministers, covid",239,1,0.5,"Social, Technological",,False
"Education, Youth, Culture and Sport Council (Education)",Education ministers adopted a resolution on education and training in the European Semester and held a public debate on the topic of 'brain circulation'.,https://www.consilium.europa.eu/en/meetings/eycs/2020/02/20/,2020-02-20T00:00:00+01:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'the European Semester']",2077.0,Older,['training'],1.0,0.6931471805599453,"education, circulation, resolution, topic, public",240,1,0.5,"Social, Technological",,False
"Education, Youth, Culture and Sport Council (Education), 08/11/2019",Ministers of education held a joint policy debate with finance ministers on the importance of effective and high-quality education and training to achieve a strong economic base for Europe. They also adopted conclusions on life long learning.,https://www.consilium.europa.eu/en/meetings/eycs/2019/11/08/,2019-11-08T00:00:00+01:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council']",2181.0,Older,['training'],1.0,0.6931471805599453,"education, achieve, effective, finance, importance",241,1,0.5,"Political, Social, Technological",,False
"Education, Youth, Culture and Sport Council, 30-31/05/2016","The Council focused on the prevention of youth radicalisation through integrated youth policies, as well as education and training measures. Ministers discussed the revised Audiovisual Media Services Directive. The Council also discussed how to improve good governance in sport.",https://www.consilium.europa.eu/en/meetings/eycs/2016/05/30-31/,2016-05-30T00:00:00+02:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', 'Council', 'Audiovisual Media Services Directive']",3438.0,Older,['training'],1.0,0.6931471805599453,"youth, sport, education, discussed, council",242,1,0.5,"Social, Technological, Legal",,False
"Competitiveness Council (internal market and industry), 24 February 2022",Ministers responsible for the internal market and industry met in Brussels to discuss foreign subsidies and mobility ecosystems. The European Chips Act and the standardisation strategy were also on the agenda.,https://www.consilium.europa.eu/en/meetings/compet/2022/02/24/,2022-02-24T00:00:00+01:00,Consilium – COMPET Meetings,"['Competitiveness Council', 'Brussels']",1342.0,Older,['mobility'],1.0,0.6931471805599453,"industry, internal, market, standardisation, february",243,1,0.5,"Political, Economic",,False
"Education, Youth, Culture and Sport Council, 24/02/2016",Education ministers discussed development of skills and promoting fundamental values. They also adopted a resolution on promoting socio-economic development and inclusiveness.,https://www.consilium.europa.eu/en/meetings/eycs/2016/02/24/,2016-02-24T00:00:00+01:00,Consilium – EYCS Meetings,"['Youth', 'Culture and Sport Council', '24/02/2016']",3534.0,Older,['skills'],1.0,0.6931471805599453,"promoting, development, education, values, 2016",244,1,0.5,Social,,False
